"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"4572","2004060000000",2004,9,"03 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Musical Instruments - Other - Over $250",1412.11,"Denied",0
"8150","2004100000000",2004,5,"15 00:00:00","Southwest Airlines","SEA","Property Damage","Checked Baggage","Cameras - Digital",50,"Approved",50
"31325","2006020000000",2005,12,"30 00:00:00","UAL","PIT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",105,"Settled",50
"19951","2005060000000",2005,4,"10 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checkpoint","Clothing - Shoes; belts; accessories; etc.",59.25,"Approved",59.25
"9136","2004090000000",2004,7,"15 00:00:00","Jet Blue","SYR","Passenger Property Loss","Checked Baggage","Other",600,"Settled",129.62
"509","0219033M",2004,2,"05 00:00:00","Other","PHX","Property Damage","Checked Baggage","Other",35,"Approved",35
"18022","2005040000000",2005,4,"08 00:00:00","Northwest Airlines","BWI","Passenger Property Loss","Checked Baggage","Other",320.41,"Denied",0
"14022","2005020000000",2004,12,"30 00:00:00","Northwest Airlines","PDX","Passenger Property Loss","Checked Baggage","Other",169.95,"Approved",169.95
"30749","2006010000000",2005,11,"04 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Jewelry - Fine",115,"Approved",115
"24129","2005080000000",2005,8,"07 00:00:00","Alaska Airlines","RNO","Property Damage","Checked Baggage","Luggage (all types including footlockers)",431.99,"Denied",0
"25050","2005090000000",2005,8,"28 00:00:00","America West","TPA","Property Damage","Checked Baggage","Other",300,"Denied",0
"6230","2004070000000",2004,6,"23 00:00:00","Delta Air Lines","SWF","Employee Loss (MPCECA)","Checked Baggage","Other",21,"Settled",10.5
"991","2004050000000",2004,2,"09 00:00:00","America West","PHX","Passenger Property Loss","Checkpoint","Other",120,"Settled",60
"4550","2004060000000",2004,5,"10 00:00:00","American Airlines","EWR","Passenger Property Loss","Checked Baggage","Computer - Laptop",700,"Denied",0
"30940","2006010000000",2005,11,"13 00:00:00","UAL","MCO","Passenger Property Loss","Checked Baggage","Locks",8,"Denied",0
"12473","2005010000000",2004,11,"01 00:00:00","Delta Air Lines","JAX","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",500,"Denied",0
"14146","2005020000000",2004,11,"06 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Cameras - Digital",304.69,"Settled",254.89
"13489","2005010000000",2004,6,"10 00:00:00","American Airlines","LAX","Property Damage","Checked Baggage","Other",123,"Approved",123
"15596","2005030000000",2005,2,"03 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",120,"Approved",120
"7506","2004090000000",2004,5,"11 00:00:00","Delta Air Lines","ELP","Passenger Property Loss","Checked Baggage","Other",42,"Approved",42
"27724","2005110000000",2005,10,"12 00:00:00","Northwest Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",56.98,"Approved",56.98
"28323","2005120000000",2005,8,"29 00:00:00","Southwest Airlines","JAX","Property Damage","Checkpoint","Other",160.45,"Approved",160.45
"4377","2004060000000",2004,5,"21 00:00:00","American Airlines","EWR","Passenger Property Loss","Checked Baggage","Cameras - Digital",215.19,"Approved",215.19
"16303","2005030000000",2005,1,"23 00:00:00","Delta Air Lines","CVG","Property Damage","Checked Baggage","Other",633.15,"Denied",0
"25378","2005090000000",2005,9,"02 00:00:00","Frontier Airlines","DEN","Passenger Property Loss","Checked Baggage","Other",358,"Denied",0
"16557","2005040000000",2005,3,"13 00:00:00","UAL","CVG","Passenger Property Loss","Checked Baggage","Computer - Laptop",1301.1,"Settled",1060.73
"4010","2004060000000",2004,3,"29 00:00:00","Northwest Airlines","RNO","Property Damage","Checked Baggage","Locks",10,"Denied",0
"5782","2004070000000",2004,6,"11 00:00:00","Delta Air Lines","SEA","Passenger Property Loss","Checked Baggage","Locks",7.82,"Denied",0
"4052","2004060000000",2004,5,"02 00:00:00","Delta Air Lines","LAX","Passenger Property Loss","Checked Baggage","Stereo Items & Accessories",1200,"Settled",600
"3881","2004060000000",2004,4,"30 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",70,"Settled",35
"2294","2004050000000",2004,1,"29 00:00:00","Delta Air Lines","MOB","Passenger Property Loss","Checked Baggage","Jewelry - Fine",327.28,"Approved",327.28
"30332","2006010000000",2005,12,"05 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Stereo Items & Accessories",786.49,"Denied",0
"19062","2005050000000",2005,3,"21 00:00:00","USAir","LGA","Passenger Property Loss","Checked Baggage","Cameras - Digital",2942,"Denied",0
"7785","2004090000000",2004,4,"10 00:00:00","USAir","STT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",150,"Denied",0
"7694","2004090000000",2004,7,"15 00:00:00","AirTran Airlines","MDW","Passenger Property Loss","Checkpoint","Cameras - Digital",1006.99,"Settled",488.81
"25396","2005090000000",2005,8,"24 00:00:00","Delta Air Lines","FAI","Property Damage","Checked Baggage","Other",114.16,"Denied",0
"17345","2005040000000",2005,3,"08 00:00:00","Continental Airlines","IAH","Property Damage","Checked Baggage","Musical Instruments - Other - Over $250",1500,"Denied",0
"5466","2004070000000",2004,5,"21 00:00:00","Southwest Airlines","ORD","Passenger Property Loss","Checkpoint","Cell Phones",34.99,"Approved",34.99
"23025","2005070000000",2005,5,"13 00:00:00","Hawaiian Airlines","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",4550,"Denied",0
"21885","2005070000000",2005,5,"13 00:00:00","Southwest Airlines","SMF","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",160.78,"Settled",80.39
"8711","2004100000000",2004,8,"20 00:00:00","UAL","BNA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",300,"Denied",0
"17045","2005040000000",2005,2,"20 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",55.98,"Denied",0
"7849","2004100000000",2004,7,"12 00:00:00","Jet Blue","BUF","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",238.99,"Settled",203.14
"21341","2005060000000",2005,4,"27 00:00:00","Delta Air Lines","BOS","Property Damage","Checkpoint","Cell Phones",211.99,"Approved",211.99
"28575","2005120000000",2005,11,"13 00:00:00","Delta Air Lines","LIT","Passenger Property Loss","Checked Baggage","Cameras - Digital",600,"Settled",266.1
"22058","2005070000000",2005,5,"26 00:00:00","UAL","JFK","Passenger Property Loss","Checked Baggage","Other",155.28,"Settled",77.64
"6030","2004070000000",2004,6,"20 00:00:00","UAL","EWR","Passenger Property Loss","Checked Baggage","Locks",20.8,"Approved",20.8
"26647","2005100000000",2005,9,"01 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Other",35.49,"Approved",35.49
"9802","2004110000000",2004,8,"01 00:00:00","UAL","SEA","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",500,"Settled",250
"21249","2005060000000",2005,5,"17 00:00:00","Continental Airlines","RDU","Property Damage","Checked Baggage","Computer - Laptop",1987,"Denied",0
"20483","2005060000000",2005,5,"15 00:00:00","UAL","DCA","Property Damage","Checked Baggage","Eyeglasses - (including contact lenses)",337.5,"Approved",337.5
"29348","2005120000000",2005,12,"01 00:00:00","Continental Airlines","ORF","Passenger Property Loss","Checked Baggage","Computer - Laptop",1264.37,"Settled",1057.72
"3351","2004060000000",2004,3,"25 00:00:00","Southwest Airlines","RNO","Passenger Property Loss","Checked Baggage","Other",85,"Approved",85
"2386","2004050000000",2004,3,"19 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Locks",50,"Denied",0
"29589","2005120000000",2005,9,"28 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",38,"Approved",38
"15344","2005030000000",2004,12,"24 00:00:00","UAL","BUF","Property Damage","Checked Baggage","Locks",54.13,"Denied",0
"17104","2005030000000",2005,1,"30 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",295.99,"Settled",76
"15189","2005030000000",2004,12,"20 00:00:00","Northwest Airlines","BZN","Passenger Property Loss","Checked Baggage","Other",480,"Denied",0
"5370","2004070000000",2004,5,"26 00:00:00","USA 3000 (U5)","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",31.7,"Approved",31.7
"29919","2006010000000",2005,12,"12 00:00:00","Alaska Airlines","LAX","Property Damage","Checkpoint","Computer - Laptop",345.63,"Approved",345.63
"10823","2004120000000",2004,10,"03 00:00:00","American Airlines","ORD","Property Damage","Checked Baggage","Other",110,"Settled",55
"23652","2005080000000",2005,7,"18 00:00:00","USAir","BDL","Property Damage","Checkpoint","Luggage (all types including footlockers)",109.95,"Settled",50
"806","0226058M",2004,2,"12 00:00:00","Southwest Airlines","SLC","Property Damage","Checked Baggage","Luggage (all types including footlockers)",150,"Settled",50
"16256","2005030000000",2005,2,"09 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Jewelry - Fine",133.41,"Approved",133.41
"22753","2005070000000",2005,6,"20 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","DVD/CD Players",400,"Settled",150.82
"7551","2004090000000",2004,5,"25 00:00:00","Northwest Airlines","MSP","Passenger Theft","Checked Baggage","Other",99.54,"Denied",0
"17111","2005040000000",2005,2,"26 00:00:00","UAL","GEG","Passenger Property Loss","Checked Baggage","Cameras - Digital",389.47,"Settled",344.25
"26696","2005100000000",2005,8,"25 00:00:00","Southwest Airlines","LAS","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",275,"Denied",0
"29895","2006010000000",2005,12,"06 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checkpoint","Cameras - Digital",299.99,"Settled",220.37
"13504","2005010000000",2004,12,"21 00:00:00","Continental Airlines","LAS","Property Damage","Checked Baggage","Other",28.13,"Denied",0
"10770","2004120000000",2004,9,"04 00:00:00","Continental Airlines","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",54.34,"Approved",54.34
"16045","2005030000000",2005,2,"05 00:00:00","Southwest Airlines","ABQ","Property Damage","Checked Baggage","Luggage (all types including footlockers)",159,"Denied",0
"13830","2005010000000",2004,7,"06 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",108.04,"Denied",0
"26887","2005100000000",2005,10,"06 00:00:00","American Airlines","MIA","Passenger Property Loss","Checked Baggage","Computer - Laptop",2099.99,"Denied",0
"22457","2005070000000",2005,4,"03 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",195.93,"Denied",0
"23881","2005080000000",2005,7,"26 00:00:00","USAir","MKE","Property Damage","Checked Baggage","Other",125,"Denied",0
"13096","2005010000000",2004,12,"13 00:00:00","Southwest Airlines","MDW","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",150,"Settled",75
"12687","2005010000000",2004,10,"12 00:00:00","USA 3000 (U5)","EWR","Passenger Property Loss","Checked Baggage","Currency",150,"Settled",75
"4433","2004060000000",2004,5,"02 00:00:00","Delta Air Lines","GRR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",63.59,"Approved",63.59
"4990","2004060000000",2004,5,"26 00:00:00","American Airlines","MSY","Property Damage","Checked Baggage","Other",200,"Settled",100
"26381","2005100000000",2005,9,"24 00:00:00","Frontier Airlines","ANC","Passenger Property Loss","Checked Baggage","Other",581,"Denied",0
"1419","2004070000000",2004,2,"04 00:00:00","American Airlines","STL","Property Damage","Checkpoint","Other",50,"Approved",50
"6561","2004080000000",2004,6,"05 00:00:00","Jet Blue","IAD","Passenger Property Loss","Checked Baggage","Other",69.99,"Approved",69.99
"2354","2004050000000",2004,3,"24 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Other",120,"Approved",120
"5293","2004060000000",2004,6,"05 00:00:00","Northwest Airlines","TPA","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",134.82,"Approved",134.82
"28657","2005120000000",2005,10,"15 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checkpoint","Other",59.85,"Denied",0
"14562","2005030000000",2004,12,"21 00:00:00","Alaska Airlines","PDX","Property Damage","Checked Baggage","Locks",22.5,"Approved",22.5
"3158","2004050000000",2004,3,"20 00:00:00","Continental Airlines","MSY","Passenger Property Loss","Checked Baggage","Other",10.25,"Approved",10.25
"10074","2004110000000",2004,9,"05 00:00:00","Northwest Airlines","SEA","Property Damage","Checked Baggage","Locks",120,"Denied",120
"11760","2005010000000",2004,10,"04 00:00:00","UAL","TPA","Property Damage","Checked Baggage","Other",49.88,"Denied",0
"1232","2004050000000",2004,2,"11 00:00:00","Southwest Airlines","ELP","Passenger Property Loss","Checked Baggage","Cameras - Digital",223.02,"Settled",169.15
"9822","2004110000000",2004,8,"11 00:00:00","UAL","IND","Passenger Property Loss","Checked Baggage","Other",153,"Settled",100
"30808","2006010000000",2005,12,"29 00:00:00","Northwest Airlines","BWI","Passenger Property Loss","Checked Baggage","Other",47.6,"Denied",0
"25328","2005090000000",2005,5,"30 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Jewelry - Fine",156.6,"Approved",156.6
"20780","2005060000000",2005,2,"07 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Locks",20.99,"Approved",20.99
"13022","2005010000000",2004,11,"16 00:00:00","American Airlines","FAT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",86.98,"Settled",50
"2531","2004050000000",2004,3,"19 00:00:00","USAir","PHL","Property Damage","Checked Baggage","PDA - Personal Data Assistants",269.65,"Settled",134.83
"427","0210078M",2004,1,"30 00:00:00","USAir","RIC","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",150,"Settled",75
"19590","2005050000000",2005,4,"08 00:00:00","American Airlines","DFW","Passenger Property Loss","Checkpoint","Jewelry - Fine",214.34,"Denied",0
"31642","2006040000000",2005,12,"14 00:00:00","Alaska Airlines","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",425,"Denied",0
"27248","2005100000000",2005,10,"16 00:00:00","Southwest Airlines","BUR","Passenger Property Loss","Checkpoint","Jewelry - Fine",250,"Approved",250
"18893","2005050000000",2005,4,"12 00:00:00","Northwest Airlines","HNL","Passenger Property Loss","Checkpoint","Cameras - Digital",850,"Denied",0
"27254","2005110000000",2005,10,"14 00:00:00","Air Canada","BOS","Property Damage","Checkpoint","Clothing - Shoes; belts; accessories; etc.",79.99,"Approved",79.99
"19962","2005060000000",2005,3,"30 00:00:00","Alaska Airlines","YKM","Passenger Property Loss","Checked Baggage","Jewelry - Fine",50,"Approved",50
"18338","2005040000000",2005,4,"15 00:00:00","Northwest Airlines","DSM","Passenger Property Loss","Checked Baggage","Currency",8,"Approved",8
"29413","2005120000000",2005,12,"02 00:00:00","Continental Airlines","CLT","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",137,"Settled",68.5
"13210","2005010000000",2004,11,"03 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Other",236,"Settled",200.4
"22185","2005070000000",2005,6,"20 00:00:00","Spirit Airlines","F","Passenger Property Loss","Checked Baggage","Cameras - Digital",799.99,"Denied",0
