"ID","AB","R","H","X2B","HR","RBI","SB","CS","BB","SO"
"dickeco01",281,0.099644128113879,0.266903914590747,0.0604982206405694,0.0213523131672598,0.128113879003559,0,0,0.0427046263345196,0.170818505338078
"donaljo02",478,0.123430962343096,0.221757322175732,0.0585774058577406,0.0313807531380753,0.129707112970711,0.00418410041841004,0.00418410041841004,0.112970711297071,0.309623430962343
"donovbr01",391,0.163682864450128,0.281329923273657,0.0537084398976982,0.0127877237851662,0.115089514066496,0.0051150895140665,0.00767263427109974,0.153452685421995,0.179028132992327
"doziehu01",462,0.11038961038961,0.235930735930736,0.0562770562770563,0.025974025974026,0.0887445887445888,0.00865800865800866,0.00649350649350649,0.0735930735930736,0.270562770562771
"drurybr01",1036,0.167953667953668,0.262548262548263,0.0598455598455598,0.0540540540540541,0.167953667953668,0.00386100386100386,0.00579150579150579,0.0733590733590734,0.243243243243243
"dubonma01",486,0.127572016460905,0.213991769547325,0.037037037037037,0.0205761316872428,0.0987654320987654,0.00823045267489712,0.0123456790123457,0.0534979423868313,0.123456790123457
"duffyma01",228,0.0614035087719298,0.25,0.0350877192982456,0.0087719298245614,0.0701754385964912,0,0,0.0745614035087719,0.219298245614035
"duranez01",208,0.120192307692308,0.235576923076923,0.0480769230769231,0.0240384615384615,0.120192307692308,0.0192307692307692,0.00480769230769231,0.0576923076923077,0.259615384615385
"duranja01",204,0.112745098039216,0.220588235294118,0.0686274509803922,0.0147058823529412,0.0833333333333333,0.0343137254901961,0.00490196078431373,0.0686274509803922,0.308823529411765
"duvalad01",287,0.13588850174216,0.212543554006969,0.0557491289198606,0.0418118466898955,0.125435540069686,0,0.00696864111498258,0.0731707317073171,0.35191637630662
"edmanto01",577,0.164644714038128,0.265164644714038,0.0537261698440208,0.0225303292894281,0.0987868284228769,0.0554592720970537,0.00519930675909879,0.0797227036395147,0.192374350086655
"engelad01",245,0.130612244897959,0.224489795918367,0.0530612244897959,0.00816326530612245,0.0693877551020408,0.0489795918367347,0.0163265306122449,0.0448979591836735,0.310204081632653
"escobed01",495,0.117171717171717,0.24040404040404,0.0525252525252525,0.0404040404040404,0.139393939393939,0,0.00404040404040404,0.0808080808080808,0.260606060606061
"espinsa01",449,0.11358574610245,0.267260579064588,0.0556792873051225,0.0155902004454343,0.11358574610245,0.0133630289532294,0.0133630289532294,0.0801781737193764,0.151447661469933
"estrath01",488,0.145491803278689,0.260245901639344,0.0471311475409836,0.0286885245901639,0.127049180327869,0.0430327868852459,0.0122950819672131,0.0676229508196721,0.182377049180328
"faircst01",288,0.145833333333333,0.25,0.0416666666666667,0.0520833333333333,0.0625,0,0.0208333333333333,0.0833333333333333,0.347222222222222
"farmeky01",526,0.110266159695817,0.254752851711027,0.0475285171102662,0.026615969581749,0.14828897338403,0.00760456273764259,0.00570342205323194,0.0627376425855513,0.188212927756654
"fletcda02",216,0.0925925925925926,0.25462962962963,0.0416666666666667,0.00925925925925926,0.0787037037037037,0.00462962962962963,0,0.0324074074074074,0.0740740740740741
"florewi01",525,0.137142857142857,0.228571428571429,0.0533333333333333,0.0361904761904762,0.135238095238095,0,0,0.112380952380952,0.196190476190476
"fordmi01",393,0.0687022900763359,0.206106870229008,0.0381679389312977,0.0229007633587786,0.0763358778625954,0,0,0.129770992366412,0.305343511450382
"forteni01",217,0.188940092165899,0.230414746543779,0.0276497695852535,0.0414746543778802,0.110599078341014,0.0230414746543779,0.0138248847926267,0.0829493087557604,0.207373271889401
"fraleja01",216,0.152777777777778,0.259259259259259,0.0416666666666667,0.0555555555555556,0.12962962962963,0.0185185185185185,0.00462962962962963,0.12037037037037,0.25
"francma02",371,0.0835579514824798,0.22911051212938,0.0404312668463612,0.0242587601078167,0.105121293800539,0.00269541778975741,0,0.032345013477089,0.202156334231806
"francty01",551,0.117967332123412,0.275862068965517,0.0490018148820327,0.0362976406533575,0.152450090744102,0,0,0.0635208711433757,0.17059891107078
"francwa01",314,0.146496815286624,0.277070063694268,0.0636942675159236,0.0191082802547771,0.105095541401274,0.0254777070063694,0,0.0828025477707006,0.105095541401274
"fraziad01",541,0.11275415896488,0.238447319778189,0.0406654343807763,0.0055452865064695,0.077634011090573,0.0203327171903882,0.011090573012939,0.0850277264325323,0.134935304990758
"freemfr01",612,0.191176470588235,0.32516339869281,0.076797385620915,0.0343137254901961,0.163398692810458,0.0212418300653595,0.00490196078431373,0.137254901960784,0.166666666666667
"friedtj01",225,0.146666666666667,0.24,0.0444444444444444,0.0355555555555556,0.111111111111111,0.0311111111111111,0.00888888888888889,0.0888888888888889,0.177777777777778
"gallojo01",700,0.137142857142857,0.16,0.0228571428571429,0.0542857142857143,0.134285714285714,0.00857142857142857,0,0.16,0.465714285714286
"gamelbe01",371,0.113207547169811,0.231805929919137,0.0539083557951483,0.0242587601078167,0.123989218328841,0.0134770889487871,0.00269541778975741,0.129380053908356,0.264150943396226
"garciad02",605,0.145454545454545,0.249586776859504,0.056198347107438,0.0446280991735537,0.166942148760331,0.0413223140495868,0.00991735537190083,0.0661157024793388,0.302479338842975
"garciav01",357,0.0868347338935574,0.224089635854342,0.0252100840336134,0.0224089635854342,0.0980392156862745,0.0112044817927171,0,0.0476190476190476,0.305322128851541
"garcile02",300,0.126666666666667,0.21,0.0266666666666667,0.01,0.0666666666666667,0.00666666666666667,0,0.0233333333333333,0.216666666666667
"garcilu04",360,0.0805555555555556,0.275,0.0638888888888889,0.0194444444444444,0.125,0.00833333333333333,0.0111111111111111,0.0305555555555556,0.233333333333333
"gimenan01",491,0.134419551934827,0.297352342158859,0.0529531568228106,0.0346232179226069,0.140529531568228,0.0407331975560081,0.00610997963340122,0.0692464358452139,0.228105906313646
"goldspa01",561,0.188948306595365,0.31729055258467,0.0730837789661319,0.0623885918003565,0.204991087344029,0.0124777183600713,0,0.140819964349376,0.251336898395722
"gomesya01",277,0.0830324909747292,0.234657039711191,0.0433212996389892,0.0288808664259928,0.111913357400722,0.0072202166064982,0,0.0288808664259928,0.169675090252708
"gonzalu03",311,0.0996784565916399,0.254019292604502,0.0546623794212219,0.0128617363344051,0.115755627009646,0.0321543408360129,0.00643086816720257,0.0964630225080386,0.241157556270096
"gonzaos01",362,0.107734806629834,0.295580110497238,0.074585635359116,0.0303867403314917,0.11878453038674,0.00276243093922652,0.00552486187845304,0.0414364640883978,0.207182320441989
"gordoni01",405,0.111111111111111,0.271604938271605,0.0691358024691358,0.0222222222222222,0.123456790123457,0.0148148148148148,0.00987654320987654,0.0469135802469136,0.259259259259259
"gormano01",283,0.15547703180212,0.226148409893993,0.0459363957597173,0.049469964664311,0.123674911660777,0.00353356890459364,0,0.0989399293286219,0.363957597173145
"gourryu01",545,0.0972477064220184,0.242201834862385,0.073394495412844,0.0146788990825688,0.0972477064220184,0.0146788990825688,0,0.055045871559633,0.13394495412844
"grandya01",327,0.0458715596330275,0.201834862385321,0.0214067278287462,0.0152905198776758,0.0825688073394495,0.00305810397553517,0,0.137614678899083,0.241590214067278
"greenri03",376,0.122340425531915,0.252659574468085,0.0478723404255319,0.0132978723404255,0.111702127659574,0.00265957446808511,0.0106382978723404,0.0957446808510638,0.319148936170213
"gregodi01",214,0.0794392523364486,0.210280373831776,0.0420560747663551,0.00467289719626168,0.088785046728972,0.00467289719626168,0,0.0607476635514019,0.168224299065421
"grichra01",506,0.118577075098814,0.258893280632411,0.041501976284585,0.0375494071146245,0.144268774703557,0.00790513833992095,0,0.0474308300395257,0.25098814229249
"grishtr01",451,0.12860310421286,0.184035476718404,0.0354767184035477,0.0376940133037694,0.117516629711752,0.0155210643015521,0.00221729490022173,0.126385809312639,0.332594235033259
"grossro01",822,0.097323600973236,0.209245742092457,0.0462287104622871,0.0170316301703163,0.109489051094891,0.0145985401459854,0.0048661800486618,0.13625304136253,0.313868613138686
"guerrvl02",638,0.141065830721003,0.274294670846395,0.054858934169279,0.0501567398119122,0.152037617554859,0.0125391849529781,0.00470219435736677,0.0909090909090909,0.181818181818182
"guilllu01",297,0.111111111111111,0.272727272727273,0.0404040404040404,0.00673400673400673,0.0572390572390572,0.00336700336700337,0,0.114478114478114,0.154882154882155
"gurrilo01",453,0.114790286975717,0.291390728476821,0.0706401766004415,0.011037527593819,0.114790286975717,0.00662251655629139,0.00883002207505519,0.0684326710816777,0.183222958057395
"haaseer01",323,0.126934984520124,0.253869969040248,0.0526315789473684,0.043343653250774,0.136222910216718,0,0,0.0743034055727554,0.30030959752322
"hanigmi01",224,0.138392857142857,0.245535714285714,0.0357142857142857,0.0491071428571429,0.151785714285714,0,0,0.0892857142857143,0.290178571428571
"happia01",573,0.12565445026178,0.270506108202443,0.0732984293193717,0.0296684118673647,0.12565445026178,0.0157068062827225,0.00698080279232112,0.101221640488656,0.260034904013962
"harpebr03",370,0.17027027027027,0.286486486486487,0.0756756756756757,0.0486486486486487,0.175675675675676,0.0297297297297297,0.0108108108108108,0.124324324324324,0.235135135135135
"harrijo05",386,0.129533678756477,0.256476683937824,0.0492227979274611,0.0181347150259067,0.0699481865284974,0.00518134715025907,0.00259067357512953,0.0544041450777202,0.183937823834197
"harrimi04",414,0.181159420289855,0.297101449275362,0.0652173913043478,0.0458937198067633,0.154589371980676,0.0483091787439614,0.00483091787439614,0.0507246376811594,0.258454106280193
"hayeske01",505,0.108910891089109,0.243564356435644,0.0475247524752475,0.0138613861386139,0.0811881188118812,0.0396039603960396,0.0099009900990099,0.0950495049504951,0.241584158415842
"haysau01",535,0.123364485981308,0.250467289719626,0.0654205607476635,0.0299065420560748,0.11214953271028,0.00373831775700935,0.00747663551401869,0.0635514018691589,0.213084112149533
"hedgeau01",294,0.0884353741496599,0.163265306122449,0.0136054421768707,0.0238095238095238,0.102040816326531,0.00680272108843537,0,0.0850340136054422,0.26530612244898
"heimjo01",406,0.125615763546798,0.226600985221675,0.0492610837438424,0.0394088669950739,0.118226600985222,0.00492610837438424,0,0.100985221674877,0.214285714285714
"heinety01",314,0.101910828025478,0.21656050955414,0.0509554140127389,0,0.0573248407643312,0.00636942675159236,0,0.0509554140127389,0.10828025477707
